	CHANNEL	AIR_DATE	TIME	DURATION	REF_ID	TITLE	EVENT_NAT_DEF
45743	J2	2019-11-17	20:06:36	10	BANA002020	LANG ANN(IN CANT/THAI)	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
45744	TVBNews	2019-11-17	20:07:54	15	M32639	MASK HOUSE-CELEBRITY-MANNINGS	Commercial
45745	TVBNews	2019-11-17	20:08:09	5	A09460	ACC GIRL	Commercial
45746	TVBNews	2019-11-17	20:08:14	29	M32688	MIRAMAR TRAVEL-TURKEY	Commercial
45747	TVBNews	2019-11-17	20:08:44	30	S19667	SALON DE PRO UNISEX	Commercial
45748	TVBNews	2019-11-17	20:09:14	15	M29304	MONEY MONKEY	Commercial
45749	TVBNews	2019-11-17	20:09:29	20	JUDA867472	ORI:ISLAND(TUE213(C(A	Promo
45750	TVBNews	2019-11-17	20:09:49	20	BUDA405471	ALL THINGS(MTTF2205	Promo
45751	TVBNews	2019-11-17	20:10:09	20	AUD0975847	EGO:DREAM(2130-=A	Promo
45752	TVBNews	2019-11-17	20:10:29	30	JUD9844002	LEGEND PHOENIX(LAI-&=A	Promo
45753	TVBNews	2019-11-17	20:10:59	10	CGNA016331	BOC:INT'L NEWS FILE	Promo
45754	TVBNews	2019-11-17	20:11:09	15	M32825	MISCELL-SAY NO TO VIOLENCE     MS 288	API / GIS
45755	TVBFIN	2019-11-17	20:15:55	35	JUD9844006	LEGEND PHOENIX(SP1-&=A	Promo
45756	TVBFIN	2019-11-17	20:16:30	30	T17328	TAISHAN CHARITABLE ASS #1	Commercial
45757	TVBFIN	2019-11-17	20:17:00	15	T18074	TRIVAGO.COM-DAD	Commercial
45758	TVBFIN	2019-11-17	20:17:15	10	S19590	SUPPORT HK-ARTISTS-#2	Commercial
45759	TVBFIN	2019-11-17	20:17:25	10	AGN0897055	MORGAN:WARRANT(1010-=	Promo
45760	TVBFIN	2019-11-17	20:17:35	20	AUD1131466	CENTA:PROP A D(21-=	Promo
45761	TVBFIN	2019-11-17	20:17:55	6	ABK1061001	YONEX:BADMINTON	Promo
45762	J2	2019-11-17	20:18:17	10	BGNA417431	WHAT'S UP(MON 1900=A	Promo
45763	J2	2019-11-17	20:18:27	10	BGN0421432	WORLD'S NO.1(CJ)2030=A	Promo
45764	J2	2019-11-17	20:18:37	15	C22897	CRYSTAL MOIST	Commercial
45765	J2	2019-11-17	20:18:52	15	K08024	KAYAK TRAVEL APP.	Commercial
45766	J2	2019-11-17	20:19:07	30	M32691	MYTV SUPER-ANYWHERE-MACAU DRAMA	Commercial
45767	J2	2019-11-17	20:19:37	15	M32825	MISCELL-SAY NO TO VIOLENCE     MS 288	API / GIS
45768	J2	2019-11-17	20:19:52	20	JTD9484467	DO DID EAT-&=A	Promo
45769	TVBNews	2019-11-17	20:23:10	20	JUDA866471	WHERE WILD(MON213(C(A	Promo
45770	TVBNews	2019-11-17	20:23:30	10	CGNA051401	HAITONG:FINANCIAL NEWS	Promo
45771	TVBNews	2019-11-17	20:26:10	30	C22519	CHIMELONG OCEAN-ZHUHAI	Commercial
45772	TVBNews	2019-11-17	20:26:40	20	E07623	EVERBRIGHT SUN HUNG KAI ##MAYANNE	Commercial
45773	TVBNews	2019-11-17	20:27:00	15	CGNA020451	CHEUNG KK:BEHIND(M-F)	Promo
45774	TVBNews	2019-11-17	20:27:15	20	JTD9801946	LIZA'S ON LINE-&=A	Promo
45775	TVBNews	2019-11-17	20:27:35	15	AGN1231001	FOOD DELI(193-&=A	Promo
45776	TVBNews	2019-11-17	20:27:50	10	BGT0668942	SWEET:RUNNINGM(CJ)21=A	Promo
45777	TVBNews	2019-11-17	20:28:00	10	CGNA026191	SHK:ALL ABOUT PROPERTY	Promo
45778	TVBNews	2019-11-17	20:28:10	30	H17470	HAB-TREASURE HK OUR HOME(II)   HB 192	API / GIS
45779	TVBNews	2019-11-17	20:28:40	10	BGNA417431	WHAT'S UP(MON 1900=A	Promo
45780	TVBNews	2019-11-17	20:28:50	10	CIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
45781	TVBFIN	2019-11-17	20:29:15	30	K08043	KOREA TOURISM ORGANIZATION       NDL	Commercial
45782	TVBFIN	2019-11-17	20:29:45	30	M32633	MYTV SUPER-NEWS CHANNEL	Commercial
45783	TVBFIN	2019-11-17	20:30:15	15	I07039	I CHOICE #P.LOAN	Commercial
45784	TVBFIN	2019-11-17	20:30:30	30	C22891	CHINA MERCHANTS GROUP	Commercial
45785	TVBFIN	2019-11-17	20:31:00	30	B10605	BIG B.S.-RESVERATROL ESSENCE	Commercial
45786	TVBFIN	2019-11-17	20:31:30	5	K05734	KYUSHIN	Commercial
45787	J2	2019-11-17	20:31:32	10	GDP	OWN SWEET HOME (AIRLAND BEDDINGS SP)	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
45788	TVBFIN	2019-11-17	20:31:35	15	M32825	J> MISCELLANEOUS-SAY NO TO	Commercial
45789	J2	2019-11-17	20:31:42	20	BUD0825943	ORGANIZED(CJ)2100=A	Promo
45790	J2	2019-11-17	20:32:02	5	K06011	KAWAI EC	Commercial
45791	J2	2019-11-17	20:32:07	30	S19440	SME PACKAGE PROMO	Commercial
45792	J2	2019-11-17	20:32:37	20	N10320	NIVEA BODY LOTION	Commercial
45793	J2	2019-11-17	20:32:57	30	H17470	HAB-TREASURE HK OUR HOME(II)   HB 192	API / GIS
45794	J2	2019-11-17	20:33:27	20	JTD9801946	LIZA'S ON LINE-&=A	Promo
45795	J2	2019-11-17	20:33:47	10	BIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
45796	J2	2019-11-17	20:33:57	5	A10041	AIRLAND SP:SWEET HOME B.B.	Commercial
45797	J2	2019-11-17	20:34:02	15	A10358	AIRLAND MATTRESS	Commercial
45798	TVBFIN	2019-11-17	20:43:48	10	GDP	PTH NEWS / PTH WEATHER REPORT	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
45799	TVBNews	2019-11-17	20:43:49	15	W15511	WAI YUEN TONG-ANGONG NIU	Commercial
45800	TVBFIN	2019-11-17	20:43:58	105	AIM0014451	2020 FIN PROG	Promo
45801	TVBNews	2019-11-17	20:44:04	30	U04020	UNITED ASIA FINANCE-D5	Commercial
45802	TVBNews	2019-11-17	20:44:34	15	S19283	SOFAMARK	Commercial
45803	TVBNews	2019-11-17	20:44:49	15	W16276	WAI YUEN TONG-MONKEY POWDER	Commercial
45804	TVBNews	2019-11-17	20:45:04	10	CGNA048431	SHK:50YRS FIN FILES	Promo
45805	TVBNews	2019-11-17	20:45:14	15	JTD9280946	ZURICH W:FIN MAG-=	Promo
45806	TVBNews	2019-11-17	20:45:29	20	JUDA854474	GOOD DR(THUR223(C(A	Promo
45807	TVBFIN	2019-11-17	20:45:43	15	AGN1231001	FOOD DELI(193-&=A	Promo
45808	TVBNews	2019-11-17	20:45:49	20	AUD0974847	YOOV:INNOVA(2130-&=A	Promo
45809	J2	2019-11-17	20:45:52	15	A10358	AIRLAND MATTRESS	Commercial
45810	TVBFIN	2019-11-17	20:45:58	10	S19605	SUPPORT HK-ARTISTS-#17	Commercial
45811	J2	2019-11-17	20:46:07	10	BUD0535005	DOCTOR X(SAT 2215A	Promo
45812	TVBFIN	2019-11-17	20:46:08	15	T18074	TRIVAGO.COM-DAD	Commercial
45813	TVBNews	2019-11-17	20:46:09	30	JUD2348463	TVB GALA(DO+LIZA-&=A	Promo
45814	J2	2019-11-17	20:46:17	20	JUDA866471	WHERE WILD(MON213(C(A	Promo
45815	TVBFIN	2019-11-17	20:46:23	10	O07273	OTO X SANRIO X MANNING	Commercial
45816	TVBFIN	2019-11-17	20:46:33	5	H17404	HIN SANG HONG COUGH RELIEVE	Commercial
45817	J2	2019-11-17	20:46:37	30	E07724	ENCHANTEUR SHOWER	Commercial
45818	TVBFIN	2019-11-17	20:46:38	30	H17337	HK CANCER FUND-COLORECTAL	Commercial
45819	TVBNews	2019-11-17	20:46:39	15	M32825	MISCELL-SAY NO TO VIOLENCE     MS 288	API / GIS
45820	TVBNews	2019-11-17	20:46:54	3	B09991	BLESS JUICE-LOCAL TIME CHECK OP	Info Service Count as Program Time
45821	TVBNews	2019-11-17	20:46:57	7	XPS	LOCAL TIME CHECK	Info Service Count as Program Time
45822	TVBNews	2019-11-17	20:47:04	5	B09992	BLESS JUICE-LOCAL TIME CHECK-CL	Info Service Count as Program Time
45823	J2	2019-11-17	20:47:07	30	E07600	EGO FINANCE #M	Commercial
45824	TVBFIN	2019-11-17	20:47:08	30	H17470	HAB-TREASURE HK OUR HOME(II)   HB 192	API / GIS
45825	J2	2019-11-17	20:47:37	15	M32825	MISCELL-SAY NO TO VIOLENCE     MS 288	API / GIS
45826	TVBFIN	2019-11-17	20:47:38	15	AID0001215	FIN & INFO(ID	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
45827	J2	2019-11-17	20:47:52	20	BUDA320003	ORANGE FUZZ(MON2030=A	Promo
45828	J2	2019-11-17	20:48:12	20	JUD2348025	TVB GALA(REHERSAL-&=A	Promo
45829	TVBNews	2019-11-17	20:58:42	30	H17418	HK FINANCE-MORTGAGE/P.LOAN	Commercial
45830	TVBFIN	2019-11-17	20:58:52	30	JUD9844002	LEGEND PHOENIX(LAI-&=A	Promo
45831	TVBNews	2019-11-17	20:59:12	15	A10566	ANLENE MILK POWDER	Commercial
45832	TVBFIN	2019-11-17	20:59:22	15	S18488	STIEBEL ELTRON WATER HEATER	Commercial
45833	TVBNews	2019-11-17	20:59:27	30	O07272	ORIENTAL WATCH-THEMATIC	Commercial
45834	TVBFIN	2019-11-17	20:59:37	30	S19440	SME PACKAGE PROMO	Commercial
45835	TVBNews	2019-11-17	20:59:57	20	T18721	TRAVEL EXPERT-PHL-COSTA TAIWAN	Commercial
45836	TVBFIN	2019-11-17	21:00:07	10	C22415	CREDIT ONE FINANCE	Commercial
45837	TVBFIN	2019-11-17	21:00:17	15	M32825	MISCELL-SAY NO TO VIOLENCE     MS 288	API / GIS
45838	TVBNews	2019-11-17	21:00:17	10	CGNA022261	GLORY:SZ-HK-SH 095,152	Promo
45839	J2	2019-11-17	21:00:23	5	A10041	AIRLAND SP:SWEET HOME B.B.	Commercial
45840	TVBNews	2019-11-17	21:00:27	20	JUD9978906	HCL PILL:DODO-&=A	Promo
45841	J2	2019-11-17	21:00:28	10	GDP	RUNNING MAN (SWEET DREAM MATTRESS SP)	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
45842	J2	2019-11-17	21:00:38	10	5BWC173	LOCAL DISTRICT WEATHER CHECK	Commercial
45843	TVBNews	2019-11-17	21:00:47	30	AUD1074462	DANGER BORD(183-&=A	Promo
45844	J2	2019-11-17	21:00:48	5	C22717	CORELLE BRANDS DISTICTED WEATHER	Commercial
45845	J2	2019-11-17	21:00:53	10	BGNA421461	RETURN(M-F(A	Promo
45846	J2	2019-11-17	21:01:03	20	AUD0974847	YOOV:INNOVA(2130-&=A	Promo
45847	TVBNews	2019-11-17	21:01:17	10	BGNA255431	IWALKER II(M,TUE1930=A	Promo
45848	J2	2019-11-17	21:01:23	10	M32731	MYTV SUPER-18 HIT RATE           4-830	Commercial
45849	TVBNews	2019-11-17	21:01:27	20	JIM0234029	52 ANN(DOG-&=	Promo
45850	J2	2019-11-17	21:01:33	30	S19476	SEVEN SEAS JOINT CARE	Commercial
45851	TVBNews	2019-11-17	21:01:47	20	JTDA637467	WK:GOOSE(TD213(C(A	Promo
45852	J2	2019-11-17	21:02:03	10	BGNA186435	STIEBEL:THAI(CJ)2030=A	Promo
45853	TVBNews	2019-11-17	21:02:07	5	CIDA001001	"STATION ID(5"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
45854	J2	2019-11-17	21:02:13	20	JTDA637467	WK:GOOSE(TD213(C(A	Promo
45855	J2	2019-11-17	21:02:33	5	BIDA001001	"STATION ID(5"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
45856	J2	2019-11-17	21:02:38	5	S19074	SWEETDREAM MATTRESS SP:RUNNIN B.B	Commercial
45857	J2	2019-11-17	21:02:43	3	BANA004910	INDIRECT AD	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
45858	J2	2019-11-17	21:02:46	10	BANA002005	LANG ANN(IN CANT/KOR)	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
45859	TVBFIN	2019-11-17	21:09:05	15	JUD9988465	BILLION PROP:LO&BE-&=A	Promo
45860	TVBFIN	2019-11-17	21:09:20	20	AUD0974847	YOOV:INNOVA(2130-&=A	Promo
45861	TVBFIN	2019-11-17	21:09:40	15	AGNA100431	JENFORT:INCRED(193-&=A	Promo
45862	TVBFIN	2019-11-17	21:09:55	20	JUDA866471	WHERE WILD(MON213(C(A	Promo
45863	TVBFIN	2019-11-17	21:12:41	10	GDP	DOLCE VITA	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
45864	TVBFIN	2019-11-17	21:12:51	20	C22825	CHINA RESOURCES GROUP INFO	Info Service Count as Program Time
45865	TVBNews	2019-11-17	21:12:51	10	5CIW702	INTERNATIONAL WEATHER FORECAST	Commercial
45866	TVBNews	2019-11-17	21:13:01	5	C22720	CORELLE-INT'L WEATHER UPDATE	Commercial
45867	TVBNews	2019-11-17	21:13:06	20	E07743	ETC FINANCE-FEMALE	Commercial
45868	TVBFIN	2019-11-17	21:13:11	5	C22748	CHINA RESOURCES GP INFO B.B.	Info Service Count as Program Time
45869	TVBFIN	2019-11-17	21:13:16	10	CGNA051401	HAITONG:FINANCIAL NEWS	Promo
45870	TVBFIN	2019-11-17	21:13:26	40	BCPA356453	2020 VARIETY CP CA	Promo
45871	TVBNews	2019-11-17	21:13:26	15	S19668	SALON DE PRO UNISEX	Commercial
45872	TVBNews	2019-11-17	21:13:41	30	M32749	MACAU GOV'T-INT'L FILM FEST	Commercial
45873	TVBFIN	2019-11-17	21:14:06	10	V04218	VINTEAIL-S 7IN 1	Commercial
45874	TVBNews	2019-11-17	21:14:11	10	M31599	MA SAI L.TONG WOOD LOK OIL-WATSON	Commercial
45875	TVBFIN	2019-11-17	21:14:16	5	K05734	KYUSHIN	Commercial
45876	TVBFIN	2019-11-17	21:14:21	15	T18074	TRIVAGO.COM-DAD	Commercial
45877	TVBNews	2019-11-17	21:14:21	20	JUDA867472	ORI:ISLAND(TUE213(C(A	Promo
45878	TVBFIN	2019-11-17	21:14:36	10	V04218	VINTEAIL-S 7IN 1	Commercial
45879	J2	2019-11-17	21:14:37	30	BTD1012457	SOLITARY FIN(SUN2245A	Promo
45880	TVBNews	2019-11-17	21:14:41	50	JLH9933452	KONEW:WONDER(TR2-&=A	Promo
45881	TVBFIN	2019-11-17	21:14:46	30	D07138	DEPT OF HEALTH-ANTIOBTIC       MD 226	API / GIS
45882	J2	2019-11-17	21:15:07	20	JUDA867472	ORI:ISLAND(TUE213(C(A	Promo
45883	TVBFIN	2019-11-17	21:15:16	15	AID0001215	FIN & INFO(ID	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
45884	J2	2019-11-17	21:15:27	19	M32479	MIRAMAR TRAVEL-RUSSIA	Commercial
45885	TVBFIN	2019-11-17	21:15:31	3	AAN0005012	INDIRECT AD WARNING	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
45886	TVBNews	2019-11-17	21:15:31	10	CGN0014381	MIDLAND:A CLOSER LOOK	Promo
45887	J2	2019-11-17	21:15:47	30	B10605	BIG B.S.-RESVERATROL ESSENCE	Commercial
45888	J2	2019-11-17	21:16:17	15	E07674	ELEPHANT CLUB	Commercial
45889	J2	2019-11-17	21:16:32	30	D07138	DEPT OF HEALTH-ANTIOBTIC       MD 226	API / GIS
45890	J2	2019-11-17	21:17:02	10	BGNA255431	IWALKER II(M,TUE1930=A	Promo
45891	J2	2019-11-17	21:17:12	20	JTD9801946	LIZA'S ON LINE-&=A	Promo
45892	TVBNews	2019-11-17	21:25:01	30	U04019	UNITED ASIA FINANCE-N5	Commercial
45893	TVBNews	2019-11-17	21:25:31	30	G06868	GREENWELL JADE MATTRESS	Commercial
45894	TVBNews	2019-11-17	21:26:01	30	AUD0803463	IN BELLY II(183-&=A	Promo
45895	TVBNews	2019-11-17	21:26:31	15	CGNA020451	CHEUNG KK:BEHIND(M-F)	Promo
45896	TVBFIN	2019-11-17	21:26:32	30	O07270	ONE STOP POWER PROMO	Commercial
45897	TVBNews	2019-11-17	21:26:46	30	D07138	DEPT OF HEALTH-ANTIOBTIC       MD 226	API / GIS
45898	TVBFIN	2019-11-17	21:27:02	15	H16889	28HSE.COM	Commercial
45899	TVBNews	2019-11-17	21:27:16	3	L09150	LONG FOR PR:INT'L TIME CHECK-OP	Commercial
45900	TVBFIN	2019-11-17	21:27:17	15	F43673	FOUR SEA FISH DUMPLING	Commercial
45901	TVBNews	2019-11-17	21:27:19	7	XPS	LONGFOR PROPERTIES: INTERNATIO	Commercial
45902	TVBNews	2019-11-17	21:27:26	5	L09151	LONG FOR PR:INT'L TIME CHECK-CL	Commercial
45903	TVBFIN	2019-11-17	21:27:32	15	E07669	ELEPHANT CLUB	Commercial
45904	TVBFIN	2019-11-17	21:27:47	15	M31702	BOOM SECURITIES	Commercial
45905	J2	2019-11-17	21:28:49	10	BGNA385472	PLUG INS TAI(TUE1900=A	Promo
45906	J2	2019-11-17	21:28:59	20	JIM0234027	52 ANN(OPERA-&=	Promo
45907	J2	2019-11-17	21:29:19	10	V04146	VITA GREEN-I SEE	Commercial
45908	J2	2019-11-17	21:29:29	30	O07270	ONE STOP POWER PROMO	Commercial
45909	J2	2019-11-17	21:29:59	5	K05727	KAWAI CA	Commercial
45910	TVBNews	2019-11-17	21:30:01	30	O07272	ORIENTAL WATCH-THEMATIC	Commercial
45911	J2	2019-11-17	21:30:04	10	O07273	OTO X SANRIO X MANNING	Commercial
45912	J2	2019-11-17	21:30:14	20	E07778	EXCAUGH	Commercial
45913	TVBNews	2019-11-17	21:30:31	30	A10447	AI KANG JIAN DENTAL	Commercial
45914	J2	2019-11-17	21:30:34	10	V04226	VITA GREEN-HAIR	Commercial
45915	J2	2019-11-17	21:30:44	30	E07750	EA-2019 DC ELECTION(GENERAL    EA 385	API / GIS
45916	TVBNews	2019-11-17	21:31:01	20	AUD0974847	YOOV:INNOVA(2130-&=A	Promo
45917	J2	2019-11-17	21:31:14	10	BGNA422464	GOURMET(THU 1930=A	Promo
45918	TVBNews	2019-11-17	21:31:21	10	BUDA320004	ORANGE FUZZ(MON2030=A	Promo
45919	J2	2019-11-17	21:31:24	20	JTD9743467	BL HOLIDAY:MOM-&=A	Promo
45920	TVBNews	2019-11-17	21:31:31	10	CGN0005341	CENTRO:GLOBAL(M-F)2240	Promo
45921	TVBNews	2019-11-17	21:31:41	10	CIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
45922	TVBFIN	2019-11-17	21:39:13	10	GDP	CENTALINE PROPERTY:CLOSER LOOK @ PPTY	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
45923	TVBFIN	2019-11-17	21:39:23	30	AUD1074462	DANGER BORD(183-&=A	Promo
45924	TVBFIN	2019-11-17	21:39:53	30	AGN1232462	MIRAIDANE(193-=A	Promo
45925	TVBFIN	2019-11-17	21:40:23	30	AGN1064435	FOREIGN CORRES(203-&=A	Promo
45926	TVBFIN	2019-11-17	21:40:53	15	M31749	MAX CHOICE-CORDYCEPS	Commercial
45927	TVBFIN	2019-11-17	21:41:08	30	M32691	MYTV SUPER-ANYWHERE-MACAU DRAMA	Commercial
45928	TVBFIN	2019-11-17	21:41:38	15	G06949	GLOBAL INT'L CREDIT-MORTGAGE	Commercial
45929	TVBFIN	2019-11-17	21:41:53	15	T18074	TRIVAGO.COM-DAD	Commercial
45930	TVBFIN	2019-11-17	21:42:08	10	AGN1234466	BANKCOM:GBA LIFE(213-=	Promo
45931	TVBFIN	2019-11-17	21:42:18	30	AGN1069454	LEADER(2030-&=A	Promo
45932	TVBFIN	2019-11-17	21:42:48	10	AID0001210	FIN & INFO(ID	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
45933	TVBFIN	2019-11-17	21:42:58	5	C22545	CENTALINE SP:CLOSER LOOK B.B.	Commercial
45934	J2	2019-11-17	21:44:28	10	BUDA320004	ORANGE FUZZ(MON2030=A	Promo
45935	J2	2019-11-17	21:44:38	20	JUDA854474	GOOD DR(THUR223(C(A	Promo
45936	J2	2019-11-17	21:44:58	15	S19477	SEVEN SEAS JOINT CARE	Commercial
45937	J2	2019-11-17	21:45:13	15	P16218	PAMPERS DIAPERS-LE TAPE P7	Commercial
45938	J2	2019-11-17	21:45:28	10	B10584	BIG B.S.-BIG LINE HOLIDAY	Commercial
45939	J2	2019-11-17	21:45:38	20	N10320	NIVEA BODY LOTION	Commercial
45940	J2	2019-11-17	21:45:58	5	T17579	TAI WO TONG-GANODERM BLACK GARLIC	Commercial
45941	J2	2019-11-17	21:46:03	10	C22415	CREDIT ONE FINANCE	Commercial
45942	J2	2019-11-17	21:46:13	20	BUDA331434	SWEET:BACKPAC(THU190=A	Promo
45943	TVBNews	2019-11-17	21:46:14	30	U04018	UNITED ASIA FINANCE-I5	Commercial
45944	J2	2019-11-17	21:46:33	30	JUD9844005	LEGEND PHOENIX(LOVE&=A	Promo
45945	TVBNews	2019-11-17	21:46:44	15	Y02290	YES NUTRI GLU.JOINT CREAM-MANNING	Commercial
45946	TVBNews	2019-11-17	21:46:59	10	CGNA051401	HAITONG:FINANCIAL NEWS	Promo
45947	TVBNews	2019-11-17	21:47:09	15	W16276	WAI YUEN TONG-MONKEY POWDER	Commercial
45948	TVBNews	2019-11-17	21:47:24	20	JIM0234025	52 ANN(SWIM-&=	Promo
45949	TVBNews	2019-11-17	21:47:44	20	AUD1131466	CENTA:PROP A D(21-=	Promo
45950	TVBNews	2019-11-17	21:48:04	20	JUDA822473	WHISKEY(WED224(C(A	Promo
45951	TVBNews	2019-11-17	21:48:24	10	BGN0825943	ORGANIZED(CJ)2100=A	Promo
45952	TVBNews	2019-11-17	21:48:34	20	JUD9929465	KONEW:MAN WHO KILL-&=A	Promo
45953	TVBNews	2019-11-17	21:48:54	5	CIM0003103	TVB NEWS IMAGE	Promo
45954	TVBNews	2019-11-17	21:48:59	30	E07750	EA-2019 DC ELECTION(GENERAL    EA 385	API / GIS
45955	TVBNews	2019-11-17	21:49:29	10	5CPV172	KWG PROPERTIES: PROPERTY INDEX	Commercial
45956	TVBNews	2019-11-17	21:49:39	5	K08008	KWG-PR:PROPERTY BB-CL	Commercial
45957	TVBFIN	2019-11-17	21:53:19	20	C21576	CENTALINE PROPERTY	Commercial
45958	TVBFIN	2019-11-17	21:53:39	20	JUD9844003	LEGEND PHOENIX(HO-&=A	Promo
45959	TVBFIN	2019-11-17	21:53:59	20	JUD9929465	KONEW:MAN WHO KILL-&=A	Promo
45960	TVBFIN	2019-11-17	21:54:19	20	BUDA320003	ORANGE FUZZ(MON2030=A	Promo
45961	TVBFIN	2019-11-17	21:54:39	15	AGNA100431	JENFORT:INCRED(193-&=A	Promo
45962	TVBFIN	2019-11-17	21:54:54	10	V04146	VITA GREEN-I SEE	Commercial
45963	TVBFIN	2019-11-17	21:55:04	30	C22891	CHINA MERCHANTS GROUP	Commercial
45964	TVBFIN	2019-11-17	21:55:34	10	B10584	BIG B.S.-BIG LINE HOLIDAY	Commercial
45965	TVBFIN	2019-11-17	21:55:44	30	E07750	EA-2019 DC ELECTION(GENERAL    EA 385	API / GIS
45966	TVBFIN	2019-11-17	21:56:14	30	AUD0803463	IN BELLY II(183-&=A	Promo
45967	TVBFIN	2019-11-17	21:56:44	30	JLH9933462	KONEW:WOND(FIGHT1-&=A	Promo
45968	TVBNews	2019-11-17	21:56:50	20	K07920	KOSE-GRACE ONE GEL	Commercial
45969	TVBNews	2019-11-17	21:57:10	30	D09289	DPM MATTRESS	Commercial
45970	TVBFIN	2019-11-17	21:57:14	20	JUDA866471	WHERE WILD(MON213(C(A	Promo
45971	TVBNews	2019-11-17	21:57:40	20	E07734	EK IMMIGRATION CONSULTING #B	Commercial
45972	TVBNews	2019-11-17	21:58:00	30	JUD9844005	LEGEND PHOENIX(LOVE&=A	Promo
45973	TVBNews	2019-11-17	21:58:30	20	AUD1125947	LEESMANSHAN:RETIRE-&=A	Promo
45974	TVBNews	2019-11-17	21:58:50	10	BGNA385472	PLUG INS TAI(TUE1900=A	Promo
45975	TVBNews	2019-11-17	21:59:00	20	AUD1029847	VITAL LIFELINE(203-=A	Promo
45976	TVBNews	2019-11-17	21:59:20	10	CGNA022261	GLORY:SZ-HK-SH 095,152	Promo
45977	TVBNews	2019-11-17	21:59:30	20	JTD9743467	BL HOLIDAY:MOM-&=A	Promo
45978	TVBNews	2019-11-17	21:59:50	10	CIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
45979	J2	2019-11-17	22:01:19	10	BGNA417431	WHAT'S UP(MON 1900=A	Promo
45980	J2	2019-11-17	22:01:29	20	AUD1125947	LEESMANSHAN:RETIRE-&=A	Promo
45981	J2	2019-11-17	22:01:49	30	B10608	BIG B.S.-52ND ANNIVERSARY 48%OFF	Commercial
45982	J2	2019-11-17	22:02:19	30	C22891	CHINA MERCHANTS GROUP	Commercial
45983	J2	2019-11-17	22:02:49	15	P16929	PUBLIC BANK #SAVING	Commercial
45984	J2	2019-11-17	22:03:04	10	BGNA421461	RETURN(M-F(A	Promo
45985	J2	2019-11-17	22:03:14	20	JUD2348025	TVB GALA(REHERSAL-&=A	Promo
45986	TVBFIN	2019-11-17	22:08:18	5	C22545	CENTALINE SP:CLOSER LOOK B.B.	Commercial
45987	TVBFIN	2019-11-17	22:08:23	10	GDP	SUCCESS IN CAREER	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
45988	TVBFIN	2019-11-17	22:08:33	20	JTD9743467	BL HOLIDAY:MOM-&=A	Promo
45989	TVBFIN	2019-11-17	22:08:53	20	JUD9978906	HCL PILL:DODO-&=A	Promo
45990	TVBFIN	2019-11-17	22:09:13	20	JUD2348029	TVB GALA(REHERSAL-&=A	Promo
45991	TVBNews	2019-11-17	22:09:26	8	5CDF173	HK 7 DAYS FORECAST	Commercial
45992	TVBFIN	2019-11-17	22:09:33	10	V04172	VITA GREEN-GLUCOBEST	Commercial
45993	TVBNews	2019-11-17	22:09:34	7	V04242	VITA GREEN-HK WEATHER FORECAST BB	Commercial
45994	TVBNews	2019-11-17	22:09:41	15	E07610	ELEPHANT CLUB	Commercial
45995	TVBFIN	2019-11-17	22:09:43	15	F43673	FOUR SEA FISH DUMPLING	Commercial
45996	TVBNews	2019-11-17	22:09:56	10	M27429	MA SAI LEUNG TONG BOUWAIDAN	Commercial
45997	TVBFIN	2019-11-17	22:09:58	30	E07600	EGO FINANCE #M	Commercial
45998	TVBNews	2019-11-17	22:10:06	30	C22892	CHARMING HOLIDAYS	Commercial
45999	TVBFIN	2019-11-17	22:10:28	10	V04226	VITA GREEN-HAIR	Commercial
46000	TVBNews	2019-11-17	22:10:36	10	V04084	VITA GREEN-LINGZHI	Commercial
46001	TVBFIN	2019-11-17	22:10:38	10	CGN0003191	AIRLAND:TRAFFIC074,081	Promo
